Segment,Country,Product,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts,Sales,COGS,Profit,Date,Month Number,Month Name,Year
Midmarket,Canada,Carretera,None,$923.00,$5.00,$42.64,"$39,356.72",$0.00,"$39,356.72","$24,833.43","$14,523.29",05/27/2014,5,May,2014
Enterprise,Mexico,Montana,None,$653.00,$3.00,$21.50,"$14,039.50",$0.00,"$14,039.50","$10,361.89","$3,677.61",05/13/2018,5,May,2018
Enterprise,USA,Carretera,None,$425.00,$3.00,$20.93,"$8,895.25",$0.00,"$8,895.25","$6,455.49","$2,439.76",08/10/2015,8,August,2015
Government,France,Paseo,None,$773.00,$5.00,$35.34,"$27,317.82",$0.00,"$27,317.82","$21,309.59","$6,008.23",07/23/2017,7,July,2017
Enterprise,Germany,Paseo,None,$636.00,$5.00,$14.80,"$9,412.80",$0.00,"$9,412.80","$7,940.54","$1,472.26",08/12/2014,8,August,2014
Government,France,Carretera,None,$939.00,$3.00,$71.97,"$67,579.83",$0.00,"$67,579.83","$57,607.37","$9,972.46",05/21/2018,5,May,2018
Enterprise,Mexico,Carretera,None,$251.00,$7.00,$16.66,"$4,181.66",$0.00,"$4,181.66","$3,349.75",$831.91,12/03/2018,12,December,2018
Midmarket,USA,Montana,None,$494.00,$7.00,$28.30,"$13,980.20",$0.00,"$13,980.20","$11,078.76","$2,901.44",11/02/2017,11,November,2017
Enterprise,Mexico,Montana,None,$968.00,$7.00,$18.36,"$17,772.48",$0.00,"$17,772.48","$15,723.47","$2,049.01",02/11/2016,2,February,2016
Government,USA,Montana,None,$982.00,$7.00,$15.69,"$15,407.58",$0.00,"$15,407.58","$11,018.06","$4,389.52",08/24/2015,8,August,2015
Government,Canada,Paseo,None,$346.00,$3.00,$34.10,"$11,798.60",$0.00,"$11,798.60","$10,026.86","$1,771.74",09/18/2015,9,September,2015
Midmarket,Germany,Paseo,None,$357.00,$5.00,$61.47,"$21,944.79",$0.00,"$21,944.79","$19,233.54","$2,711.25",02/24/2014,2,February,2014
Enterprise,Canada,Paseo,None,$772.00,$7.00,$96.82,"$74,745.04",$0.00,"$74,745.04","$55,869.06","$18,875.98",01/21/2016,1,January,2016
Enterprise,Canada,Paseo,None,$542.00,$3.00,$88.80,"$48,129.60",$0.00,"$48,129.60","$39,405.18","$8,724.42",12/25/2015,12,December,2015
Midmarket,Mexico,Montana,None,$387.00,$5.00,$88.83,"$34,377.21",$0.00,"$34,377.21","$24,514.59","$9,862.62",06/04/2014,6,June,2014
Enterprise,Germany,Paseo,None,$994.00,$7.00,$25.85,"$25,694.90",$0.00,"$25,694.90","$16,641.65","$9,053.25",03/08/2016,3,March,2016
Enterprise,USA,Paseo,None,$972.00,$5.00,$33.84,"$32,892.48",$0.00,"$32,892.48","$25,522.96","$7,369.52",01/11/2018,1,January,2018
Government,USA,Paseo,None,$695.00,$7.00,$16.88,"$11,731.60",$0.00,"$11,731.60","$7,730.44","$4,001.16",06/15/2014,6,June,2014
Enterprise,France,Paseo,None,$891.00,$5.00,$80.06,"$71,333.46",$0.00,"$71,333.46","$52,592.71","$18,740.75",12/23/2016,12,December,2016
Enterprise,USA,Carretera,None,$115.00,$7.00,$16.28,"$1,872.20",$0.00,"$1,872.20","$1,613.58",$258.62,08/28/2017,8,August,2017
Midmarket,Mexico,Montana,None,$841.00,$7.00,$60.10,"$50,544.10",$0.00,"$50,544.10","$31,630.77","$18,913.33",09/24/2015,9,September,2015
Midmarket,Canada,Montana,None,$471.00,$5.00,$32.31,"$15,218.01",$0.00,"$15,218.01","$9,269.72","$5,948.29",06/21/2014,6,June,2014
Small Business,Canada,Paseo,None,$589.00,$5.00,$31.91,"$18,794.99",$0.00,"$18,794.99","$14,696.62","$4,098.37",12/02/2018,12,December,2018
Government,Canada,Carretera,None,$973.00,$5.00,$99.17,"$96,492.41",$0.00,"$96,492.41","$67,478.92","$29,013.49",06/23/2014,6,June,2014
Enterprise,Germany,Montana,None,$678.00,$3.00,$78.11,"$52,958.58",$0.00,"$52,958.58","$38,415.16","$14,543.42",01/19/2015,1,January,2015
Enterprise,USA,Montana,None,$542.00,$3.00,$85.32,"$46,243.44",$0.00,"$46,243.44","$33,374.50","$12,868.94",05/15/2015,5,May,2015
Small Business,Mexico,Paseo,None,$931.00,$5.00,$61.48,"$57,237.88",$0.00,"$57,237.88","$35,830.12","$21,407.76",03/26/2016,3,March,2016
Enterprise,Germany,Paseo,None,$366.00,$3.00,$88.39,"$32,350.74",$0.00,"$32,350.74","$19,445.06","$12,905.68",07/26/2018,7,July,2018
Government,France,Montana,None,$991.00,$7.00,$68.09,"$67,477.19",$0.00,"$67,477.19","$58,673.24","$8,803.95",12/26/2016,12,December,2016
Small Business,Mexico,Montana,None,$886.00,$5.00,$95.16,"$84,311.76",$0.00,"$84,311.76","$56,095.95","$28,215.81",09/28/2018,9,September,2018
Government,Mexico,Carretera,None,$675.00,$3.00,$35.32,"$23,841.00",$0.00,"$23,841.00","$17,352.04","$6,488.96",11/27/2014,11,November,2014
Small Business,Mexico,Montana,None,$124.00,$5.00,$63.58,"$7,883.92",$0.00,"$7,883.92","$7,029.13",$854.79,06/26/2014,6,June,2014
Small Business,Canada,Montana,None,$763.00,$7.00,$72.11,"$55,019.93",$0.00,"$55,019.93","$46,658.48","$8,361.45",05/13/2016,5,May,2016
Midmarket,Mexico,Paseo,None,$988.00,$7.00,$45.36,"$44,815.68",$0.00,"$44,815.68","$28,340.51","$16,475.17",07/02/2017,7,July,2017
Government,USA,Montana,None,$108.00,$3.00,$89.17,"$9,630.36",$0.00,"$9,630.36","$7,247.38","$2,382.98",11/03/2015,11,November,2015
Enterprise,Mexico,Paseo,None,$435.00,$7.00,$98.18,"$42,708.30",$0.00,"$42,708.30","$34,979.11","$7,729.19",09/14/2016,9,September,2016
Enterprise,Canada,Montana,None,$64.00,$5.00,$54.44,"$3,484.16",$0.00,"$3,484.16","$2,820.49",$663.67,05/20/2016,5,May,2016
Government,Mexico,Montana,None,$280.00,$3.00,$45.16,"$12,644.80",$0.00,"$12,644.80","$10,473.09","$2,171.71",05/26/2014,5,May,2014
Enterprise,France,Montana,None,$666.00,$5.00,$52.47,"$34,945.02",$0.00,"$34,945.02","$25,762.74","$9,182.28",10/13/2015,10,October,2015
Enterprise,France,Carretera,None,$726.00,$5.00,$86.75,"$62,980.50",$0.00,"$62,980.50","$41,112.21","$21,868.29",04/27/2016,4,April,2016
Government,Canada,Paseo,None,$248.00,$5.00,$68.09,"$16,886.32",$0.00,"$16,886.32","$12,486.79","$4,399.53",05/23/2014,5,May,2014
Small Business,USA,Carretera,None,$965.00,$7.00,$14.03,"$13,538.95",$0.00,"$13,538.95","$10,754.88","$2,784.07",07/26/2014,7,July,2014
Government,USA,Montana,None,$403.00,$5.00,$58.80,"$23,696.40",$0.00,"$23,696.40","$18,544.27","$5,152.13",03/16/2016,3,March,2016
Small Business,Germany,Carretera,None,$84.00,$7.00,$11.56,$971.04,$0.00,$971.04,$603.17,$367.87,04/12/2016,4,April,2016
Enterprise,Canada,Paseo,None,$211.00,$5.00,$80.07,"$16,894.77",$0.00,"$16,894.77","$10,466.07","$6,428.70",09/01/2014,9,September,2014
Enterprise,Mexico,Montana,None,$806.00,$7.00,$39.55,"$31,877.30",$0.00,"$31,877.30","$28,357.32","$3,519.98",12/06/2016,12,December,2016
Enterprise,Canada,Carretera,None,$848.00,$7.00,$52.48,"$44,503.04",$0.00,"$44,503.04","$28,728.57","$15,774.47",02/13/2015,2,February,2015
Midmarket,Germany,Carretera,None,$944.00,$7.00,$81.88,"$77,294.72",$0.00,"$77,294.72","$53,204.95","$24,089.77",08/22/2014,8,August,2014
Small Business,Canada,Paseo,None,$520.00,$5.00,$14.18,"$7,373.60",$0.00,"$7,373.60","$6,122.23","$1,251.37",09/24/2014,9,September,2014
Midmarket,Canada,Carretera,None,$580.00,$5.00,$24.27,"$14,076.60",$0.00,"$14,076.60","$10,176.02","$3,900.58",05/02/2016,5,May,2016
Midmarket,Germany,Paseo,None,$841.00,$7.00,$45.82,"$38,534.62",$0.00,"$38,534.62","$25,218.58","$13,316.04",07/18/2016,7,July,2016
Government,USA,Montana,None,$901.00,$5.00,$30.69,"$27,651.69",$0.00,"$27,651.69","$20,466.94","$7,184.75",06/17/2016,6,June,2016
Midmarket,Mexico,Montana,None,$472.00,$7.00,$40.41,"$19,073.52",$0.00,"$19,073.52","$14,699.68","$4,373.84",01/19/2015,1,January,2015
Government,Germany,Carretera,None,$397.00,$5.00,$99.84,"$39,636.48",$0.00,"$39,636.48","$29,165.71","$10,470.77",08/23/2014,8,August,2014
Government,France,Montana,None,$743.00,$7.00,$84.29,"$62,627.47",$0.00,"$62,627.47","$54,841.86","$7,785.61",09/15/2017,9,September,2017
Midmarket,USA,Montana,None,$984.00,$7.00,$89.55,"$88,117.20",$0.00,"$88,117.20","$60,396.39","$27,720.81",10/08/2015,10,October,2015
Small Business,France,Carretera,None,$962.00,$3.00,$94.33,"$90,745.46",$0.00,"$90,745.46","$72,451.14","$18,294.32",11/23/2015,11,November,2015
Small Business,USA,Montana,None,$196.00,$5.00,$40.68,"$7,973.28",$0.00,"$7,973.28","$5,052.58","$2,920.70",01/09/2014,1,January,2014
Small Business,Mexico,Carretera,None,$423.00,$5.00,$36.74,"$15,541.02",$0.00,"$15,541.02","$11,153.57","$4,387.45",08/08/2017,8,August,2017
Small Business,Mexico,Paseo,None,$737.00,$3.00,$31.07,"$22,898.59",$0.00,"$22,898.59","$18,829.46","$4,069.13",03/08/2014,3,March,2014
Small Business,Canada,Paseo,None,$724.00,$7.00,$84.71,"$61,330.04",$0.00,"$61,330.04","$40,934.43","$20,395.61",12/11/2015,12,December,2015
Midmarket,France,Paseo,None,$465.00,$7.00,$71.16,"$33,089.40",$0.00,"$33,089.40","$25,708.19","$7,381.21",06/18/2016,6,June,2016
Midmarket,USA,Carretera,None,$736.00,$3.00,$31.26,"$23,007.36",$0.00,"$23,007.36","$14,863.47","$8,143.89",10/17/2014,10,October,2014
Enterprise,Mexico,Carretera,None,$543.00,$3.00,$43.93,"$23,853.99",$0.00,"$23,853.99","$15,047.35","$8,806.64",08/22/2014,8,August,2014
Small Business,Germany,Montana,None,$608.00,$7.00,$55.60,"$33,804.80",$0.00,"$33,804.80","$25,589.21","$8,215.59",05/23/2016,5,May,2016
Midmarket,Mexico,Montana,None,$305.00,$5.00,$57.53,"$17,546.65",$0.00,"$17,546.65","$14,081.24","$3,465.41",08/06/2017,8,August,2017
Enterprise,Germany,Montana,None,$735.00,$3.00,$89.99,"$66,142.65",$0.00,"$66,142.65","$41,935.11","$24,207.54",07/23/2017,7,July,2017
Small Business,USA,Montana,None,$152.00,$3.00,$44.25,"$6,726.00",$0.00,"$6,726.00","$5,887.49",$838.51,07/24/2014,7,July,2014
Government,Mexico,Montana,None,$170.00,$3.00,$91.77,"$15,600.90",$0.00,"$15,600.90","$10,417.22","$5,183.68",07/02/2016,7,July,2016
Enterprise,Mexico,Carretera,None,$468.00,$3.00,$49.72,"$23,268.96",$0.00,"$23,268.96","$14,798.89","$8,470.07",09/01/2014,9,September,2014
Midmarket,USA,Carretera,None,$399.00,$3.00,$77.17,"$30,790.83",$0.00,"$30,790.83","$20,346.88","$10,443.95",06/10/2016,6,June,2016
Government,Mexico,Paseo,None,$706.00,$3.00,$93.72,"$66,166.32",$0.00,"$66,166.32","$43,065.79","$23,100.53",06/08/2015,6,June,2015
Government,Germany,Paseo,None,$91.00,$7.00,$91.68,"$8,342.88",$0.00,"$8,342.88","$5,232.67","$3,110.21",11/16/2016,11,November,2016
Government,Mexico,Paseo,None,$416.00,$7.00,$15.13,"$6,294.08",$0.00,"$6,294.08","$5,282.95","$1,011.13",09/24/2014,9,September,2014
Enterprise,France,Paseo,None,$78.00,$3.00,$28.51,"$2,223.78",$0.00,"$2,223.78","$1,664.86",$558.92,06/14/2018,6,June,2018
Midmarket,Canada,Carretera,None,$941.00,$7.00,$52.92,"$49,797.72",$0.00,"$49,797.72","$35,682.85","$14,114.87",07/24/2017,7,July,2017
Government,Germany,Carretera,None,$834.00,$5.00,$48.84,"$40,732.56",$0.00,"$40,732.56","$36,055.99","$4,676.57",07/16/2014,7,July,2014
Small Business,France,Carretera,None,$63.00,$5.00,$67.68,"$4,263.84",$0.00,"$4,263.84","$3,032.88","$1,230.96",02/14/2016,2,February,2016
Government,USA,Montana,None,$969.00,$3.00,$95.02,"$92,074.38",$0.00,"$92,074.38","$59,856.80","$32,217.58",12/26/2016,12,December,2016
Government,Germany,Montana,None,$867.00,$5.00,$20.12,"$17,444.04",$0.00,"$17,444.04","$11,900.55","$5,543.49",08/07/2017,8,August,2017
Enterprise,Canada,Paseo,None,$874.00,$5.00,$50.67,"$44,285.58",$0.00,"$44,285.58","$29,746.18","$14,539.40",12/18/2014,12,December,2014
Enterprise,Canada,Montana,None,$534.00,$7.00,$27.32,"$14,588.88",$0.00,"$14,588.88","$10,936.15","$3,652.73",11/20/2018,11,November,2018
Midmarket,USA,Carretera,None,$238.00,$7.00,$90.47,"$21,531.86",$0.00,"$21,531.86","$14,802.11","$6,729.75",06/09/2015,6,June,2015
Small Business,USA,Paseo,None,$921.00,$7.00,$96.81,"$89,162.01",$0.00,"$89,162.01","$67,301.12","$21,860.89",04/24/2018,4,April,2018
Enterprise,Germany,Paseo,None,$344.00,$7.00,$53.08,"$18,259.52",$0.00,"$18,259.52","$14,622.01","$3,637.51",11/04/2015,11,November,2015
Government,Mexico,Montana,None,$232.00,$5.00,$19.36,"$4,491.52",$0.00,"$4,491.52","$3,742.29",$749.23,07/24/2015,7,July,2015
Midmarket,USA,Paseo,None,$913.00,$3.00,$80.68,"$73,660.84",$0.00,"$73,660.84","$59,889.75","$13,771.09",08/26/2014,8,August,2014
Government,Mexico,Montana,None,$597.00,$7.00,$72.74,"$43,425.78",$0.00,"$43,425.78","$28,733.85","$14,691.93",01/16/2015,1,January,2015
Government,France,Montana,None,$931.00,$5.00,$41.92,"$39,027.52",$0.00,"$39,027.52","$24,773.50","$14,254.02",10/22/2016,10,October,2016
Enterprise,Canada,Paseo,None,$86.00,$7.00,$89.87,"$7,728.82",$0.00,"$7,728.82","$5,895.04","$1,833.78",04/11/2015,4,April,2015
Midmarket,Mexico,Montana,None,$63.00,$5.00,$97.82,"$6,162.66",$0.00,"$6,162.66","$4,065.34","$2,097.32",04/09/2015,4,April,2015
Small Business,Canada,Montana,None,$972.00,$7.00,$60.21,"$58,524.12",$0.00,"$58,524.12","$36,605.67","$21,918.45",10/17/2017,10,October,2017
Small Business,Mexico,Montana,None,$684.00,$3.00,$60.92,"$41,669.28",$0.00,"$41,669.28","$31,590.66","$10,078.62",09/22/2017,9,September,2017
Enterprise,France,Montana,None,$644.00,$7.00,$36.78,"$23,686.32",$0.00,"$23,686.32","$16,533.96","$7,152.36",06/11/2014,6,June,2014
Enterprise,USA,Paseo,None,$208.00,$3.00,$62.61,"$13,022.88",$0.00,"$13,022.88","$10,767.90","$2,254.98",04/20/2014,4,April,2014
Midmarket,France,Carretera,None,$543.00,$7.00,$49.57,"$26,916.51",$0.00,"$26,916.51","$18,686.99","$8,229.52",01/03/2016,1,January,2016
Small Business,USA,Carretera,None,$378.00,$7.00,$37.20,"$14,061.60",$0.00,"$14,061.60","$12,565.66","$1,495.94",08/21/2017,8,August,2017
Small Business,USA,Montana,None,$663.00,$7.00,$16.05,"$10,641.15",$0.00,"$10,641.15","$8,806.16","$1,834.99",11/26/2018,11,November,2018
Small Business,Canada,Montana,None,$898.00,$5.00,$32.74,"$29,400.52",$0.00,"$29,400.52","$18,149.18","$11,251.34",09/11/2014,9,September,2014
Government,France,Montana,None,$132.00,$5.00,$27.81,"$3,670.92",$0.00,"$3,670.92","$2,762.96",$907.96,05/08/2014,5,May,2014
Small Business,Mexico,Carretera,None,$605.00,$3.00,$58.78,"$35,561.90",$0.00,"$35,561.90","$27,339.50","$8,222.40",05/27/2017,5,May,2017
Government,France,Montana,None,$629.00,$3.00,$64.15,"$40,350.35",$0.00,"$40,350.35","$32,626.92","$7,723.43",10/10/2017,10,October,2017
Midmarket,Canada,Paseo,None,$609.00,$5.00,$64.77,"$39,444.93",$0.00,"$39,444.93","$29,557.63","$9,887.30",08/06/2016,8,August,2016
Government,USA,Paseo,None,$618.00,$3.00,$44.94,"$27,772.92",$0.00,"$27,772.92","$20,691.74","$7,081.18",08/17/2017,8,August,2017
Midmarket,Canada,Paseo,None,$636.00,$3.00,$47.91,"$30,470.76",$0.00,"$30,470.76","$21,645.87","$8,824.89",05/06/2015,5,May,2015
Small Business,Germany,Carretera,None,$71.00,$5.00,$85.08,"$6,040.68",$0.00,"$6,040.68","$4,116.35","$1,924.33",04/07/2018,4,April,2018
Small Business,Germany,Montana,None,$181.00,$5.00,$52.86,"$9,567.66",$0.00,"$9,567.66","$8,456.47","$1,111.19",06/13/2015,6,June,2015
Midmarket,Mexico,Montana,None,$514.00,$5.00,$98.90,"$50,834.60",$0.00,"$50,834.60","$35,344.23","$15,490.37",10/06/2015,10,October,2015
Enterprise,Canada,Montana,None,$505.00,$5.00,$49.57,"$25,032.85",$0.00,"$25,032.85","$15,495.99","$9,536.86",05/03/2015,5,May,2015
Midmarket,Mexico,Carretera,None,$351.00,$7.00,$68.46,"$24,029.46",$0.00,"$24,029.46","$15,623.60","$8,405.86",08/27/2014,8,August,2014
Enterprise,Mexico,Carretera,None,$979.00,$5.00,$14.53,"$14,224.87",$0.00,"$14,224.87","$12,193.32","$2,031.55",09/25/2015,9,September,2015
Government,Germany,Carretera,None,$316.00,$3.00,$68.80,"$21,740.80",$0.00,"$21,740.80","$16,870.64","$4,870.16",01/13/2014,1,January,2014
Government,Mexico,Carretera,None,$848.00,$7.00,$86.63,"$73,462.24",$0.00,"$73,462.24","$61,240.63","$12,221.61",09/10/2017,9,September,2017
Government,Germany,Paseo,None,$444.00,$7.00,$94.82,"$42,100.08",$0.00,"$42,100.08","$35,474.98","$6,625.10",09/26/2018,9,September,2018
Small Business,USA,Carretera,None,$169.00,$3.00,$99.76,"$16,859.44",$0.00,"$16,859.44","$14,279.46","$2,579.98",06/04/2018,6,June,2018
Government,Canada,Carretera,None,$295.00,$7.00,$35.40,"$10,443.00",$0.00,"$10,443.00","$7,990.82","$2,452.18",11/05/2015,11,November,2015
Enterprise,Mexico,Carretera,None,$617.00,$3.00,$61.78,"$38,118.26",$0.00,"$38,118.26","$24,896.41","$13,221.85",10/21/2018,10,October,2018
Government,Germany,Montana,None,$87.00,$7.00,$50.56,"$4,398.72",$0.00,"$4,398.72","$2,834.84","$1,563.88",05/19/2014,5,May,2014
Midmarket,France,Montana,None,$294.00,$7.00,$60.74,"$17,857.56",$0.00,"$17,857.56","$13,789.52","$4,068.04",07/28/2017,7,July,2017
Midmarket,Mexico,Montana,None,$70.00,$3.00,$24.17,"$1,691.90",$0.00,"$1,691.90","$1,201.17",$490.73,11/18/2015,11,November,2015
Small Business,USA,Paseo,None,$159.00,$3.00,$87.05,"$13,840.95",$0.00,"$13,840.95","$10,621.75","$3,219.20",08/24/2016,8,August,2016
Midmarket,USA,Paseo,None,$655.00,$3.00,$91.86,"$60,168.30",$0.00,"$60,168.30","$45,098.75","$15,069.55",09/07/2018,9,September,2018
Enterprise,France,Carretera,None,$443.00,$3.00,$50.47,"$22,358.21",$0.00,"$22,358.21","$17,454.15","$4,904.06",09/21/2018,9,September,2018
Government,Germany,Montana,None,$459.00,$5.00,$35.24,"$16,175.16",$0.00,"$16,175.16","$9,860.92","$6,314.24",10/01/2015,10,October,2015
Small Business,Mexico,Paseo,None,$697.00,$5.00,$22.68,"$15,807.96",$0.00,"$15,807.96","$9,640.50","$6,167.46",11/26/2018,11,November,2018
Government,Germany,Montana,None,$792.00,$3.00,$71.54,"$56,659.68",$0.00,"$56,659.68","$46,261.41","$10,398.27",03/17/2018,3,March,2018
Government,USA,Paseo,None,$57.00,$5.00,$38.10,"$2,171.70",$0.00,"$2,171.70","$1,428.84",$742.86,08/24/2016,8,August,2016
Enterprise,Germany,Paseo,None,$493.00,$3.00,$91.86,"$45,286.98",$0.00,"$45,286.98","$36,033.02","$9,253.96",01/20/2014,1,January,2014
Midmarket,USA,Carretera,None,$377.00,$3.00,$70.39,"$26,537.03",$0.00,"$26,537.03","$20,273.57","$6,263.46",07/20/2015,7,July,2015
Midmarket,Germany,Carretera,None,$936.00,$7.00,$68.11,"$63,750.96",$0.00,"$63,750.96","$57,027.68","$6,723.28",12/25/2015,12,December,2015
Government,France,Paseo,None,$339.00,$3.00,$60.35,"$20,458.65",$0.00,"$20,458.65","$17,402.57","$3,056.08",05/18/2016,5,May,2016
Small Business,Canada,Carretera,None,$812.00,$3.00,$14.12,"$11,465.44",$0.00,"$11,465.44","$8,300.29","$3,165.15",02/05/2016,2,February,2016
Midmarket,France,Paseo,None,$560.00,$3.00,$93.87,"$52,567.20",$0.00,"$52,567.20","$41,261.25","$11,305.95",02/22/2014,2,February,2014
Small Business,France,Paseo,None,$961.00,$3.00,$66.51,"$63,916.11",$0.00,"$63,916.11","$40,598.67","$23,317.44",08/06/2017,8,August,2017
Midmarket,Canada,Montana,None,$410.00,$7.00,$99.47,"$40,782.70",$0.00,"$40,782.70","$29,196.98","$11,585.72",05/10/2015,5,May,2015
Small Business,Canada,Carretera,None,$958.00,$3.00,$58.36,"$55,908.88",$0.00,"$55,908.88","$45,854.58","$10,054.30",12/28/2018,12,December,2018
Enterprise,Mexico,Carretera,None,$648.00,$7.00,$73.91,"$47,893.68",$0.00,"$47,893.68","$37,682.82","$10,210.86",11/19/2014,11,November,2014
Small Business,Mexico,Carretera,None,$765.00,$3.00,$15.06,"$11,520.90",$0.00,"$11,520.90","$8,587.00","$2,933.90",03/10/2015,3,March,2015
Enterprise,France,Montana,None,$268.00,$7.00,$66.86,"$17,918.48",$0.00,"$17,918.48","$11,700.03","$6,218.45",01/06/2014,1,January,2014
Enterprise,France,Montana,None,$455.00,$5.00,$78.82,"$35,863.10",$0.00,"$35,863.10","$30,158.85","$5,704.25",11/10/2017,11,November,2017
Small Business,USA,Montana,None,$802.00,$7.00,$80.07,"$64,216.14",$0.00,"$64,216.14","$43,792.20","$20,423.94",07/10/2015,7,July,2015
Enterprise,USA,Carretera,None,$972.00,$7.00,$79.31,"$77,089.32",$0.00,"$77,089.32","$65,228.64","$11,860.68",11/21/2018,11,November,2018
Government,Mexico,Carretera,None,$881.00,$3.00,$30.37,"$26,755.97",$0.00,"$26,755.97","$20,962.84","$5,793.13",12/12/2015,12,December,2015
Enterprise,Mexico,Carretera,None,$819.00,$7.00,$97.79,"$80,090.01",$0.00,"$80,090.01","$57,009.63","$23,080.38",03/24/2014,3,March,2014
Midmarket,USA,Montana,None,$670.00,$7.00,$99.57,"$66,711.90",$0.00,"$66,711.90","$40,839.80","$25,872.10",07/04/2017,7,July,2017
Small Business,USA,Montana,None,$817.00,$3.00,$16.80,"$13,725.60",$0.00,"$13,725.60","$9,192.39","$4,533.21",12/13/2014,12,December,2014
Government,Germany,Paseo,None,$843.00,$5.00,$94.28,"$79,478.04",$0.00,"$79,478.04","$68,885.31","$10,592.73",02/26/2014,2,February,2014
Small Business,Germany,Montana,None,$269.00,$5.00,$36.05,"$9,697.45",$0.00,"$9,697.45","$8,198.15","$1,499.30",04/10/2016,4,April,2016
Midmarket,USA,Paseo,None,$644.00,$5.00,$72.04,"$46,393.76",$0.00,"$46,393.76","$35,837.14","$10,556.62",02/16/2014,2,February,2014
Midmarket,Germany,Carretera,None,$156.00,$7.00,$40.43,"$6,307.08",$0.00,"$6,307.08","$4,666.59","$1,640.49",04/19/2017,4,April,2017
Midmarket,Canada,Montana,None,$630.00,$3.00,$97.10,"$61,173.00",$0.00,"$61,173.00","$48,580.10","$12,592.90",05/06/2018,5,May,2018
Enterprise,Mexico,Carretera,None,$658.00,$5.00,$19.14,"$12,594.12",$0.00,"$12,594.12","$9,318.07","$3,276.05",08/26/2016,8,August,2016
Enterprise,Mexico,Carretera,None,$773.00,$5.00,$54.80,"$42,360.40",$0.00,"$42,360.40","$33,604.14","$8,756.26",02/09/2014,2,February,2014
Small Business,USA,Carretera,None,$335.00,$5.00,$48.52,"$16,254.20",$0.00,"$16,254.20","$11,251.50","$5,002.70",10/14/2015,10,October,2015
Small Business,France,Carretera,None,$798.00,$5.00,$39.34,"$31,393.32",$0.00,"$31,393.32","$26,732.96","$4,660.36",03/24/2016,3,March,2016
Government,USA,Montana,None,$57.00,$3.00,$68.10,"$3,881.70",$0.00,"$3,881.70","$3,146.41",$735.29,10/10/2017,10,October,2017
Government,Germany,Carretera,None,$855.00,$5.00,$21.80,"$18,639.00",$0.00,"$18,639.00","$13,028.52","$5,610.48",12/08/2015,12,December,2015
Small Business,France,Paseo,None,$238.00,$7.00,$74.50,"$17,731.00",$0.00,"$17,731.00","$15,057.16","$2,673.84",05/03/2017,5,May,2017
Enterprise,Germany,Montana,None,$130.00,$7.00,$98.25,"$12,772.50",$0.00,"$12,772.50","$9,530.87","$3,241.63",11/17/2015,11,November,2015
Midmarket,Canada,Carretera,None,$157.00,$3.00,$82.41,"$12,938.37",$0.00,"$12,938.37","$8,440.88","$4,497.49",12/19/2018,12,December,2018
Small Business,Germany,Montana,None,$370.00,$5.00,$87.40,"$32,338.00",$0.00,"$32,338.00","$20,156.72","$12,181.28",12/03/2017,12,December,2017
